1.35E+12,paycode,itemNo,stimNo,verb,sentence,trialVersion,prepSentence,exposePicture,actionPicture,word1,word2,mistakeFlag,responseTime,word1_CODED,word2_CODED
1.35E+12,d178c68f02a147,5,10,DROP,Maria drops the newspaper.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,Maria,drops,none,7.504,AGENT,VERB
1.35E+12,d178c68f02a147,7,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orangeNOM,none,13.548,AGENT,OBJECT
1.35E+12,d178c68f02a147,1,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,John,dogfood,none,8.916,AGENT,OTHER
1.35E+12,d178c68f02a147,3,12,HOLD,Amy holds the spoon.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,Amy,spoon,none,8.329,AGENT,OBJECT
1.35E+12,d178c68f02a147,11,11,KICK,Emily kicks the tire.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,Emkicks,tire,none,8.571,OTHER,OTHER
1.35E+12,d178c68f02a147,8,7,POUR,Ron pours the milk.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,Ronpours,themilk,none,11.995,OTHER,OTHER
1.35E+12,d178c68f02a147,2,4,READ,Sam reads the book.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,Samreads,thebook,none,10.435,OTHER,OTHER
1.35E+12,d178c68f02a147,6,5,ROLL,Zack rolls the ball.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,Zack,rolls,none,14.198,AGENT,VERB
1.35E+12,d178c68f02a147,10,8,THROW,Sue throws the bananas.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,Jenn,BanaNOMs,none,22.593,OTHER,OTHER
1.35E+12,d178c68f02a147,0,9,TOUCH,Mike touches the kitten.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,touches,kitten,none,13.844,VERB,OBJECT
1.35E+12,d178c68f02a147,9,6,WASH,Jenn washes the bowl.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,Jenn,washes,none,23.06,AGENT,VERB
1.35E+12,d1bcc14e98e30,0,1,DRINK,George drinks the juice.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,People,beverages,none,19.656,OTHER,OTHER
1.35E+12,d1bcc14e98e30,6,10,DROP,Maria drops the newspaper.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,maria,reading,none,14.775,AGENT,OTHER
1.35E+12,d1bcc14e98e30,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,woman,fruit,none,10.875,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,7,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,people,dog,none,10.013,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,9,12,HOLD,Amy holds the spoon.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,people,spoon,none,7.469,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,4,11,KICK,Emily kicks the tire.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,woman,tire,none,8.23,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,1,7,POUR,Ron pours the milk.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,people,milk,none,15.573,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,11,4,READ,Sam reads the book.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,people,book,none,8.022,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,3,5,ROLL,Zack rolls the ball.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,people,objects,none,11.786,OTHER,OTHER
1.35E+12,d1bcc14e98e30,8,8,THROW,Sue throws the bananas.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,people,bananas,none,9.292,OTHER,OBJECT
1.35E+12,d1bcc14e98e30,10,9,TOUCH,Mike touches the kitten.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,people,animals,none,7.953,OTHER,OTHER
1.35E+12,d1bcc14e98e30,5,6,WASH,Jenn washes the bowl.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,people,bowl,none,12.91,OTHER,OBJECT
1.35E+12,d1d235fc8a128,5,1,DRINK,George drinks the juice.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,drinks,juice,none,4.889,VERB,OBJECT
1.35E+12,d1d235fc8a128,10,10,DROP,Maria drops the newspaper.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,drops,newspaper,none,4.431,VERB,OBJECT
1.35E+12,d1d235fc8a128,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,6.275,VERB,OBJECT
1.35E+12,d1d235fc8a128,3,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,4.959,VERB,OBJECT
1.35E+12,d1d235fc8a128,6,12,HOLD,Amy holds the spoon.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,holds,spoon,none,4.53,VERB,OBJECT
1.35E+12,d1d235fc8a128,9,11,KICK,Emily kicks the tire.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,kicks,tire,none,4.318,VERB,OBJECT
1.35E+12,d1d235fc8a128,11,7,POUR,Ron pours the milk.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,pours,milk,none,6.261,VERB,OBJECT
1.35E+12,d1d235fc8a128,7,4,READ,Sam reads the book.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,reads,book,none,3.656,VERB,OBJECT
1.35E+12,d1d235fc8a128,4,5,ROLL,Zack rolls the ball.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,rolls,ball,none,5.944,VERB,OBJECT
1.35E+12,d1d235fc8a128,8,8,THROW,Sue throws the bananas.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,throws,bananas,none,5.427,VERB,OBJECT
1.35E+12,d1d235fc8a128,1,9,TOUCH,Mike touches the kitten.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,touches,kitten,none,5.649,VERB,OBJECT
1.35E+12,d1d235fc8a128,0,6,WASH,Jenn washes the bowl.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,washes,bowl,none,9.395,VERB,OBJECT
1.35E+12,d1de0ca994j73,3,1,DRINK,George drinks the juice.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,george,drinks,none,9.113,AGENT,VERB
1.35E+12,d1de0ca994j73,0,10,DROP,Maria drops the newspaper.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,Maria,drops,none,21.472,AGENT,VERB
1.35E+12,d1de0ca994j73,10,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,6.623,AGENT,VERB
1.35E+12,d1de0ca994j73,1,3,FEED,John feeds the dog.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,John,visits,none,22.483,AGENT,OTHER
1.35E+12,d1de0ca994j73,4,12,HOLD,Amy holds the spoon.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,amy,holds,none,9.897,AGENT,VERB
1.35E+12,d1de0ca994j73,2,11,KICK,Emily kicks the tire.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,emily,kicks,none,11.635,AGENT,VERB
1.35E+12,d1de0ca994j73,6,7,POUR,Ron pours the milk.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,ron,pours,none,10.043,AGENT,VERB
1.35E+12,d1de0ca994j73,11,4,READ,Sam reads the book.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,reads,book,none,6.374,VERB,OBJECT
1.35E+12,d1de0ca994j73,5,5,ROLL,Zack rolls the ball.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,rolls,ball,none,8.036,VERB,OBJECT
1.35E+12,d1de0ca994j73,8,8,THROW,Sue throws the bananas.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,sue,throws,none,6.25,AGENT,VERB
1.35E+12,d1de0ca994j73,7,9,TOUCH,Mike touches the kitten.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,mike,kitten,none,9.615,AGENT,OBJECT
1.35E+12,d1de0ca994j73,9,6,WASH,Jenn washes the bowl.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,jen,washes,none,7.21,AGENT,VERB
1.35E+12,d1f1086451e87,6,1,DRINK,George drinks the juice.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,drinks,juice,none,6.781,VERB,OBJECT
1.35E+12,d1f1086451e87,0,10,DROP,Maria drops the newspaper.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,drops,newspaper,none,26.219,VERB,OBJECT
1.35E+12,d1f1086451e87,2,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,8.468,VERB,OBJECT
1.35E+12,d1f1086451e87,11,3,FEED,John feeds the dog.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,6.64,VERB,OBJECT
1.35E+12,d1f1086451e87,7,12,HOLD,Amy holds the spoon.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,holds,spoon,none,6.109,VERB,OBJECT
1.35E+12,d1f1086451e87,10,11,KICK,Emily kicks the tire.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,kicks,tire,none,6.156,VERB,OBJECT
1.35E+12,d1f1086451e87,5,7,POUR,Ron pours the milk.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,pours,milk,none,8.906,VERB,OBJECT
1.35E+12,d1f1086451e87,3,4,READ,Sam reads the book.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,reads,book,none,6,VERB,OBJECT
1.35E+12,d1f1086451e87,4,5,ROLL,Zack rolls the ball.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,rolls,ball,none,6.203,VERB,OBJECT
1.35E+12,d1f1086451e87,8,8,THROW,Sue throws the bananas.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,throws,bananas,none,9.641,VERB,OBJECT
1.35E+12,d1f1086451e87,9,9,TOUCH,Mike touches the kitten.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,touches,kitten,none,6.391,VERB,OBJECT
1.35E+12,d1f1086451e87,1,6,WASH,Jenn washes the bowl.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,washes,bowl,none,8.125,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,5,1,DRINK,George drinks the juice.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,george,juice,none,11.112,AGENT,OBJECT
1.35E+12,d24bf2a3d0d10,10,10,DROP,Maria drops the newspaper.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,Maria,drops,none,9.028,AGENT,VERB
1.35E+12,d24bf2a3d0d10,3,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eating,orange,none,11.938,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,7,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeding,dog,none,7.64,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,11,12,HOLD,Amy holds the spoon.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,Amy,holds,none,6.467,AGENT,VERB
1.35E+12,d24bf2a3d0d10,6,11,KICK,Emily kicks the tire.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,kicks,tire,none,6.839,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,4,7,POUR,Ron pours the milk.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,pouring,milk,none,7.692,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,9,4,READ,Sam reads the book.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,Sam,reads,none,9.562,AGENT,VERB
1.35E+12,d24bf2a3d0d10,1,5,ROLL,Zack rolls the ball.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,ball,rolling,none,12.144,OBJECT,VERB
1.35E+12,d24bf2a3d0d10,8,8,THROW,Sue throws the bananas.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,throwing,bananas,none,12.007,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,2,9,TOUCH,Mike touches the kitten.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,petting,kitten,none,10.766,VERB,OBJECT
1.35E+12,d24bf2a3d0d10,0,6,WASH,Jenn washes the bowl.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,daughter,dishwashes,none,17.295,OTHER,OTHER
1.35E+12,d25f6197e7d7,10,1,DRINK,George drinks the juice.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,pick,drink,none,50.751,OTHER,OTHER
1.35E+12,d25f6197e7d7,4,10,DROP,Maria drops the newspaper.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,see,newspaper,none,16.044,OTHER,OBJECT
1.35E+12,d25f6197e7d7,9,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,get,fruit,none,16.077,OTHER,OTHER
1.35E+12,d25f6197e7d7,2,3,FEED,John feeds the dog.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,see,animals,none,21.829,OTHER,OTHER
1.35E+12,d25f6197e7d7,5,12,HOLD,Amy holds the spoon.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,drop,spoon,none,27.497,OTHER,OBJECT
1.35E+12,d25f6197e7d7,7,11,KICK,Emily kicks the tire.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,see,tire,none,18.92,OTHER,OBJECT
1.35E+12,d25f6197e7d7,11,7,POUR,Ron pours the milk.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,see,cup,none,11.573,OTHER,OTHER
1.35E+12,d25f6197e7d7,0,4,READ,Sam reads the book.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,find,book,bad input,96.227,OTHER,OBJECT
1.35E+12,d25f6197e7d7,8,5,ROLL,Zack rolls the ball.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,find,ball,none,12.936,OTHER,OBJECT
1.35E+12,d25f6197e7d7,6,8,THROW,Sue throws the bananas.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,find,fruit,none,34.96,OTHER,OTHER
1.35E+12,d25f6197e7d7,3,9,TOUCH,Mike touches the kitten.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,pet,animals,none,20.399,VERB,OTHER
1.35E+12,d25f6197e7d7,1,6,WASH,Jenn washes the bowl.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,see,bowl,none,16.46,OTHER,OBJECT
1.35E+12,d276a5c814b66,2,1,DRINK,George drinks the juice.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,george,juice,none,13.855,AGENT,OBJECT
1.35E+12,d276a5c814b66,6,10,DROP,Maria drops the newspaper.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,maria,newspaper,none,9.622,AGENT,OBJECT
1.35E+12,d276a5c814b66,10,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,8.385,AGENT,OBJECT
1.35E+12,d276a5c814b66,11,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,john,dog,none,8.365,AGENT,OBJECT
1.35E+12,d276a5c814b66,5,12,HOLD,Amy holds the spoon.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/HOLD_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/HOLD.jpg,amy,spoon,none,6.818,AGENT,OBJECT
1.35E+12,d276a5c814b66,1,11,KICK,Emily kicks the tire.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/KICK_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/KICK.jpg,emily,tire,none,10.165,AGENT,OBJECT
1.35E+12,d276a5c814b66,7,7,POUR,Ron pours the milk.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/POUR_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/POUR.jpg,ron,milk,none,7.708,AGENT,OBJECT
1.35E+12,d276a5c814b66,3,4,READ,Sam reads the book.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/READ_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/READ.jpg,sam,book,none,6.963,AGENT,OBJECT
1.35E+12,d276a5c814b66,9,5,ROLL,Zack rolls the ball.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/ROLL_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/ROLL.jpg,zack,ball,none,8.178,AGENT,OBJECT
1.35E+12,d276a5c814b66,4,8,THROW,Sue throws the bananas.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/THROW_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/THROW.jpg,sue,bananas,none,8.94,AGENT,OBJECT
1.35E+12,d276a5c814b66,8,9,TOUCH,Mike touches the kitten.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/TOUCH_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/TOUCH.jpg,mike,kitten,none,8.12,AGENT,OBJECT
1.35E+12,d276a5c814b66,0,6,WASH,Jenn washes the bowl.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/WASH_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/WASH.jpg,jenn,bowl,none,11.71,AGENT,OBJECT
1.35E+12,d27f05317bb22,7,1,DRINK,George drinks the juice.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DRINK_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/DRINK.jpg,drinks,juice,none,18.184,VERB,OBJECT
1.35E+12,d27f05317bb22,1,10,DROP,Maria drops the newspaper.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/DROP_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/DROP.jpg,Maria,newspaper,none,12.916,AGENT,OBJECT
