Experimenter,Design,Experiment,Condition,Correct,Subject #,Gender,Video Name,Days.Old,Age.Years,Age.Months,Condition,Trial A Verb,Trial A Condition,Trial A First Puppet,Trial A First Side (self!),Trial A First Sentence,Trial A Second Puppet,Trial A Second Side (self!),Trial A Second Sentence,Kid Response A (Striped/Dots),Kid Response A - Prag Choice?,Trial B Verb,Trial B Condition,Trial B First Puppet,Trial B First Side (self!),Trial B First Sentence,Trial B Second Puppet,Trial B Second Side (self!),Trial B Second Sentence,Kid Response B (Striped/Dots),Kid Response B - Prag Choice?,Trial C Verb,Trial C Condition,Trial C First Puppet,Trial C First Side (self!),Trial C First Sentence,Trial C Second Puppet,Trial C Second Side (self!),Trial C Second Sentence,Kid Response C (Striped/Dots),Kid Response C - Prag Choice?,Trial D Verb,Trial D Condition,Trial D First Puppet,Trial D First Side (self!),Trial D First Sentence,Trial D Second Puppet,Trial D Second Side (self!),Trial D Second Sentence,Kid Response D (Striped/Dots),Kid Response D - Prag Choice?,Notes,Feedback on trial 1? (Immediately after point),Include subject - ORIG,ReasonORIG,,CheckParadigm - NameItems,CheckParadigm - PuppetsLook,Notes,Muppet intro?,Final.Include,Final.Reason
Melissa,Within-4trials,ParentSecret,SDOD,4,318,F,subject_drop_082515_01,2058,5,7,SDOD,Eat,SD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,roll,OD,yellow,right,baby roll,red,left,roll ball,yellow,baby roll,read,OD,black,left,boy read,white,right,read book,black,boy read,"Picture perfect session, very engaged",That one. Okay!,,,,,,,,1,
Melissa,Within-4trials,ParentSecretControl2,ODSD,4,319,F,subject_drop_082515_02,1810,4,11,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,stripes,monkey eat,pet,OD,black,left,boy pet,white,right,girl  pet,white,girl pet,roll,SD,red,left,roll tire,yellow,right,roll ball,yellow,roll ball,read,SD,stripes,left,read book,dot,right,read newspaper,stripes,read book,"F's sister, but shift to control + made a big production about different muppets ('let's pretend') and stories, so ok to include",That one. Awesome!,,,,,,,,1,
Melissa,Within-4trials,ParentSecretControl2,ODSD,3,320,M,subject_drop_082515_03,1440,3,11,ODSD,Eat,OD,dots,left,monkey eat,stripes,right,duck eat,dots,monkey eat,pet,OD,black,right,boy pet,white,left,girl pet,black,boy pet,roll,SD,yellow,right,roll tire,red,left,roll ball,red,roll ball,read,SD,stripes,left,read book,dots,right,read newspaper,stripes,read book,"Really loved making mom hide her eyes! Sister wanted to be at the table so I sat to the side, Sister mouthed single words along with me occasionally but didn't interfere",That one. Awesome job!,,,,,,,,1,
Melissa,Within-4trials,ParentSecretControl2,ODSD,2,321,M,subject_drop_082515_04,1437,3,11,ODSD,Eat,OD,dots,left,monkey eat,stripes,right,duck eat,dots,monkey eat,,OD,red,right,boy pet,yellow,left,girl pet,yellow,girl pet,,,,,,,,,,,,,,,,,,,,,On task and correct! Younger bro needed a diaper change so we stopped after 2 trials,That one. Awesome job!,,,,,,,,1,
Wings,Within-4trials,Parent SecretControl2,SDOD,2,322,F,subject_drop_100315_01.mpg,1531,4,2,SDOD,Eat,SD,stripes,right,eat orange,dots,left,eat banana,dots,eat banana,pet,SD,white,left,pet cat,black,right,pet dog,black,pet dog,roll,OD,dots,right,grandma roll,stripes,left,baby roll,stripes,baby roll,read,OD,yellow,left,boy read,red,right,girl read,red,girl read,Great. Really understood what was happening. Helped the muppets also take a peak under the flap.,Ok Cool!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,0,323,F,subject_drop_100315_02.mpg,2017,5,6,SDOD,Eat,SD,stripes,right,monkey eat,dots,left,eat orange,stripes,monkey eat,pet,SD,white,left,girl pet,black,right,pet dog,white,girl pet,roll,OD,stripes,right,baby roll,dots,left,roll ball,stripes,baby roll,read,OD,yellow,left,boy read,red,right,read book,yellow,boy read,Understood the task and was really excited.,Ok cool!,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,324,F,subject_drop_100315_03.mpg,1521,4,1,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,red,monkey eat,pet,OD,dots,left,boy pet,stripes,right,girl pet,stripes,girl pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,stripes,roll tire,read,SD,white,left,read book,black,right,read newspaper,black,read newspaper,"Very shy, small points. But it is clear which one she points to.",Okay. That's good.,,,,,,,,1,
Wings,Within-4trials,Parent SecretControl2,ODSD,3,325,F,subject_drop_100315_04.mpg,1546,4,2,ODSD,Eat,OD,black,right,monkey eat,white,left,duck eat,black,monkey eat,pet,OD,red,right,boy pet,yellow,left,girl pet,red,boy pet,roll,SD,dots,left,roll tire,stripe,right,roll ball,stripes,roll ball,read,SD,stripes,right,read book,dots,left,read newspaper,stripes,read book,Very shy. Mom sat right next to her. Moved onto her mom's last for the last two stories.,Okay cool!,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,326,M,subject_drop_100815_01.mpg,1098,3,0,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,N/A,N/A,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,dots,right,roll tire,stripe,left,roll ball,N/A,N/A,read,SD,dots,left,read book,stripes,right,read newspaper,dots,read book,Didn't quite understand that he should point at the puppets. So he only pointed to the puppets during the second and fourth story,Let's go on to the next one.,,,,,,,,0,FUSSOUT
Wings,Within-4trials,ParentSecret,SDOD,2,327,M,subject_drop_100815_02.mpg,1463,4,0,SDOD,Eat,SD,yellow,right,monkey eat,red,left,eat orange,red,eat orange,pet,SD,white,left,girl pet,black ,right,pet dog,black,pet dog,roll,OD,stripes,right,baby roll,dots,left,roll ball,dots,roll ball,read,OD,stripes,left,boy read,dots,right,read book,dots,read book,Bilingual. Spoke mostly Spanish at home.,Okay!,,,,,,,,0,BILINGUAL
Wings,Within-4trials,ParentSecretControl2,ODSD,,328,F,subject_drop_100815_03.mpg,562,1,6,ODSD,Eat,OD,yellow,right,monkey eat,red,left,duck eat,N/A,N/A,pet,OD,stripes,left,boy pet,dots,right,girl pet,N/A,N/A,,,,,,,,,,,,,,,,,,,,,"Wrote the wrong thing on the board. Should be OD-SD control. Also, got distracted by the puppets.",Are you ready for the next story?,,,,,,,,0,WRONG AGE
Wings,Within-4trials,ParentSecret,SDOD,2,329,F,subject_drop_100815_04.mpg,2776,7,7,SDOD,Eat,SD,red,right,monkey eat,yellow,left,eat orange,yellow,eat orange,pet,SD,black,left,girl pet,white,right,pet dog,white,pet dog,roll,OD,dots,right,baby roll,stripes,left,roll ball,stripes,roll ball,read,OD,stripes,left,boy read,dot,right,read book,dots,read book,"Great participant. Wanted mom to join in and answer the question during the second story, but her mom stayed out of it. Also, took a look under the flap twice during third story",Okay!,,,,,,,,0,WRONG AGE
Wings,Within-4trials,ParentSecretControl2,ODSD,,330,M,subject_drop_101015_01.mpg,863,2,4,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,duck eat,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very young and was distracted. Never finished the first story.,,,,,,,,,0,WRONG AGE
Wings,Within-4trials,ParentSecret,SDOD,2,331,F,subject_drop_101015_02.mpg,2494,6,9,SDOD,Eat,SD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,pet,SD,yellow,left,girl pet,red,right,pet dog,red,pet dog,roll,OD,dots,right,baby roll,stripes,left,roll ball,stripes,roll ball,read,OD,white,left,boy read,black,right,read book,black,read book,Very good. She understood what was happening.,Thank you. Let's move on to the next story.,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,0,332,F,subject_drop_101015_03.mpg,2046,5,7,SDOD,Eat,SD,red,right,monkey eat,yellow,left,eat orange,red,monkey eat,pet,SD,white,left,girl pet,black,right,pet dog,white,girl pet,roll,OD,dots,right,baby roll,stripes,left,roll ball,stripes,roll ball,read,OD,dots,left,boy read,stripes,right,read book,stripes,read book,Great participant. Enthusiastic.,Okay good!,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,333,F,subject_drop_101015_04.mpg,1370,3,9,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,dots,duck eat,pet,OD,yellow,left,boy pet,red,right,girl pet,yellow,boy pet,roll,SD,black,right,roll tire,white,left,roll ball,white,roll ball,read,SD,stripes ,left,read book,dots,right,read newspaper,stripes,read book,Shy and didn't want to open the flap herself. But participated very well.,Okay good.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,SDOD,,334,F,subject_drop_101015_05.mpg,864,2,4,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shy and lost interest, and we never finished the first round",,,,,,,,,0,WRONG AGE
Wings,Within-4trials,ParentSecretControl2,SDOD,2,335,F,subject_drop_101015_06.mpg,1562,4,3,SDOD,Eat,SD,dots,right,eat orange,stripes,left,eat banana,dots,eat orange,pet,SD,black,left,pet cat,white,right,pet dog,white,pet dog,roll,OD,yellow,right,grandma roll,red,left,baby roll,yellow,grandma roll,read,OD,dots,left,boy read,stripes,right,girl read,stripes,girl read,Enthusiastic. Insisted on looking inside the flap afterwards to see if she got it right.,Okay good!,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,336,F,subject_drop_101515_01.mpg,1099,3,0,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,red,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,white,boy pet,roll,SD,dots,right,roll tire,stripes,left,roll ball,dots,roll tire,read,SD,dots,left,read book,stripes,right,read newspaper,dots,read book,Great participant! Understood what was happening.,Okay good.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,SDOD,2,337,F,subject_drop_101515_02.mpg,1318,3,7,SDOD,Eat,SD,yellow,right,eat orange,red,left,eat banana,red,eat banana,pet,SD,dots,left,pet cat,stripes,right,pet dog,dots,pet cat,roll,OD,stripes,right,grandma roll,dots,left,baby roll,dots,baby roll,read,OD,black,left,boy read,white,right,girl read,black,boy read,"From Scotland and not too familiar with some words such as ""petting."" (Mom explained quickly & then was fine)",Okay!,,,,,,,,1,
Wings,Within-4trials,ParenSecret,SDOD,3,338,M,subject_drop_101715_01.mpg,2493,6,9,SDOD,Eat,SD,yellow,right,monkey eat,red,left,eat orange,red,eat orange,pet,SD,black,left,girl pet,white,right,pet dog,white,pet dog,roll,OD,stripes,right,baby roll,dots,left,roll ball,dots,roll ball,read,OD,stripes,left,boy read,dots,right,read book,stripes,boy read,"Wonderful. His brother joined half way through, but this didn't distract him.",Okay!,,,,,,,,0,NO VIDEO
Wings,Within-4trials,ParentSecret,SDOD,2,339,F,subject_drop_101715_02.mpg,3223,8,9,SDOD,Eat,SD,red,right,monkey eat,yellow,left,eat orange,yellow,eat orange,pet,SD,white,left,girl pet,black,right,pet dog,black,pet dog,roll,OD,stripes,right,baby roll,dots,left,roll ball,dots,roll ball,read,OD,dots,left,boy read,stripes,right,read book,stripes,read book,Great. Understood what was happening. Helped the puppets look at the story.,Okay good.,,,,,,,,0,WRONG AGE
Wings,Within-4trials,ParentSecretControl2,ODSD,3,340,M,subject_drop_101715_03.mpg,1198,3,3,ODSD,Eat,OD,yellow,right,monkey eat,red,left,duck eat,yellow,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,dots,roll ball,read,SD,dots,left,read book,stripes,right,read newspaper,stripes,read newspaper,"Shy, but great participant.",Okay good!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,3,341,F,subject_drop_101715_04.mpg,1875,5,1,SDOD,Eat,SD,yellow,right,monkey eat,red,left,eat orange,yellow,monkey eat,pet,SD,white,left,girl pet,black,right,pet dog,black,pet dog,roll,OD,stripes,right,baby roll,dots,left,roll ball,stripes,baby roll,read,OD,dots,left,boy read,stripes,right,read book,dots,boy read,Great participant,Okay.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,342,M,subject_drop_102415_01.mpg,1199,3,3,ODSD,Eat,OD,white,right,monkey eat,black,left,duck eat,black,duck eat,pet,OD,dots,left,boy pet,stripes,right,girl pet,dots,boy pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,dots,roll ball,read,SD,red,left,read book,yellow,right,read newspaper,red,read book,Developmental delayed. Was a great participant and understood what was happening.,Okay. Let's move on to the next story.,,,,,,,,0,DEVELOPMENTAL DISORDER
Wings,Within-4trials,ParentSecret,ODSD,0,343,F,subject_drop_102415_02.mpg,1223,3,4,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,pet,OD,dots,left,girl pet,stripes,right,pet dog,stripes,pet dog,roll,SD,yellow,right,baby roll,red,left,roll ball,yellow,baby roll,read,SD,white,left,boy read,black,right,read book,white,boy read,Great.,Okay. Good!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,2,344,F,subject_drop_102415_03.mpg,1510,4,1,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,read,OD,white,left,boy read,black,right,read book,white,boy read,"Good. Sister is in the background talking, but this didn't distract her.",That one? Good!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,2,345,M,subject_drop_102915_01.mpg,2422,6,7,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,pet,SD,red,left,girl pet,yellow,right,pet dog,yellow,pet dog,roll,OD,white,right,baby roll,black,left,roll ball,black,roll ball,read,OD,dots,left,boy read,stripes,right,read book,stripes,read book,"Great participant. I wrote the wrong thing on the board. Should be ""SDOD-reg"" and not ""ODSD.""",Okay!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,ODSD,3,346,M,subject_drop_103115_01.mpg,1362,3,8,ODSD,Eat,OD,black,right,monkey eat,white,left,eat orange,black,monkey eat,pet,OD,dots,left,girl pet,stripes,right,pet dog,stripes,pet dog,roll,SD,stripes,right,baby roll,dots,left,roll ball,dots,roll ball,read,SD,yellow,left,boy read,red,right,read book,red,read book,Great participant. Everything went smoothly.,This one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecret,ODSD,2,347,M,subject_drop_103115_02.mpg,2060,5,7,ODSD,Eat,OD,black,right,monkey eat,white,left,eat orange,white,eat orange,pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,roll,SD,dots,right,baby roll,stripes,left,roll ball,stripes,roll ball,read,SD,yellow,left,boy read,red,right,read book,red,read book,Mom said he had a speech delay. Read along with the story,This one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,3,348,F,subject_drop_103115_03.mpg,1688,4,7,ODSD,Eat,OD,black,right,monkey eat,white,left,duck eat,black,monkey eat,pet,OD,dots,left,boy pet,stripes,right,girl pet,stripes,girl pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,stripes,roll tire,read,SD,yellow,left,read book,red,right,read newspaper,yellow,read book,Wonderful participant.,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,3,349,F,subject_drop_110515_01.mpg,1748,4,9,ODSD,Eat,OD,yellow,right,monkey eat,red,left,duck eat,yellow,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,dots,roll ball,read,SD,dots,left,read book,stripes,right,read newspaper,stripes,read newspaper,Great participant!,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,,350,F,subject_drop_110515_02.mpg,1249,3,5,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,N/A,N/A,pet,OD,white,left,boy pet,black,right,girl pet,N/A,N/A,roll,SD,dots,right,roll tire,stripes,left,roll ball,N/A,N/A,read,SD,dots,left,read book,stripes,right,read newspaper,N/A,N/A,"Didn't understand the task, and didn't point at the end of the stories.",Okay. Want to move on to the next story?,,,,,,,,0,FUSSOUT
Wings,Within-4trials,ParentSecretControl2,ODSD,2,351,M,subject_drop_110715_01.mpg,1675,4,7,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,stripes,monkey eat,pet,OD,dots,left,boy pet,stripes,right,girl pet,stripes,girl pet,roll,SD,black,right,roll tire,white,left,roll ball,black,roll tire,read,SD,red,left,read book,yellow,right,read newspaper,yellow,read newspaper,Had sister with him (Ella). But she just closed her eyes and was a bystander.,Let's go on to the next story.,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,3,352,F,subject_drop_110715_02.mpg,2481,6,9,SDOD,Eat,SD,red,right,monkey eat,yellow,left,eat orange,yellow,eat orange,pet,SD,black,left,girl pet,white,right,pet dog,white,pet dog,roll,OD,dots,right,baby roll,stripes,left,roll ball,stripes,roll ball,read,OD,stripes,left,boy read,dots,right,read book,stripes,boy read,Good participant. Had a second look under the flap during the 4th story.,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,2,353,F,subject_drop_110715_03.mpg,1406,3,10,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,red,monkey eat,pet,OD,white,left,boy pet,black,right,girl pet,black,girl pet,roll,SD,dots,right,roll tire,stripes,left,roll ball,dots,roll tire,read,SD,dots,left,read book,stripes,right,read newspaper,stripes,read newspaper,Wonderful. Understood what was happening.,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,3,354,F,subject_drop_110715_04.mpg,1177,3,2,ODSD,Eat,OD,red,right,monkey eat,yellow,left,duck eat,red,monkey eat,pet,OD,black,left,boy pet,white,right,girl pet,white,girl pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,stripes,roll tire,read,SD,dots,left,read book,stripes,right,read newspaper,dots,read book,Wonderful. Very chatty in between looking at the scene and hearing the puppets tell the story.,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,SDOD,2,355,F,subject_drop_111215_01.mpg,1470,4,0,SDOD,Eat,SD,red,right,eat orange,yellow,left,eat banana,red,eat orange,pet,SD,dots,left,pet cat,stripes,right,pet dog,dots,pet cat,roll,OD,black,right,grandma roll,white,left,baby roll,black,grandma roll,read,OD,stripes,left,boy read,dots,right,girl read,stripes,boy read,"I messed up when telling the first story. I sid ""monkey eat orange"" instead of ""monkey eat banana."" However, I corrected myself and everything continued smoothly.",That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,3,356,M,"subject_drop_111415_01,mpg",1582,4,3,ODSD,Eat,OD,white,right,monkey eat,black,left,duck eat,white,monkey eat,pet,OD,red,left,boy pet,yellow,right,girl pet,red,boy pet,roll,SD,stripes,right,roll tire,dots,left,roll ball,dots,roll ball,read,SD,stripes,left,read book,dots,right,read newspaper,stripes,read book,Great Participant.,That one? Cool.,,,,,,,,1,
Wings,Within-4trials,ParentSecretControl2,ODSD,3,357,F,subject_drop_111915_01.mpg,1282,3,6,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,duck eat,stripes,duck eat,pet,OD,white,left,boy pet,black,right,girl pet,left,boy pet,roll,SD,red,right,roll tire,yellow,left,roll ball,yellow,roll ball,read,SD,dots,left,read book,stripes,right,read newspaper,dots,read book,"Great participant. After first story, she said the wrong thing but didn't point. When asked to point, she then said the right thing and pointed to the right puppet. MK: RECODED TO REFLECT 1st (verbal) guess)",That one? Okay!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,2,358,F,subject_drop_111915_02.mpg,1697,4,7,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,pet,SD,black,left,girl pet,white,right,pet dog,black,girl pet,roll,OD,yellow,right,baby roll,red,left,roll ball,yellow,baby roll,read,OD,stripes,left,boy read,dots,right,read book,stripes,boy read,Great. Read along with me.,That one? Okay!,,,,,,,,1,
Wings,Within-4trials,ParentSecret,SDOD,3,359,M,subject_drop_111915_03.mpg,2220,6,0,SDOD,Eat,SD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,pet,SD,whtie,left,girl pet,black,right,pet dog,black,pet dog,roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,read,OD,stripes,left,boy read,dots,right,read book,stripes,boy read,"Great. Brother sat next to him, but it as fine. In the end, tested brother sitting on the right.",That one? Okay!,,,,,,,,0,ExpError
